hero,category,ability_name,hotkey_or_tier,field,value
Lt. Morales,talents,EMP Grenade,5,prop2,Damage per tick
Lt. Morales,talents,EMP Grenade,5,val2,24
Lt. Morales,talents,EMP Grenade,5,notes,Bonus damage to Shields only applies against Heroic targets.
Lt. Morales,talents,System Shock,5,icon,System_Shock_Icon.png
Lt. Morales,talents,System Shock,5,description,Heroes hit by Displacement Grenade deal 30% less damage for 3 seconds.
Lt. Morales,talents,System Shock,5,slot,2
Lt. Morales,talents,System Shock,5,type,Offensive damage modifier
Lt. Morales,talents,System Shock,5,affects,Enemy Heroes
Lt. Morales,talents,System Shock,5,notes,Damage reduction stacks additively with other offensive damage modifiers affecting targets' damage output.
Lt. Morales,talents,Bedside Manner,5,icon,Bedside_Manner_Icon.png
Lt. Morales,talents,Bedside Manner,5,description,Heroes hit by Displacement Grenade will take an additional 6% of maximum Health as damage from Lt. Morales's next Basic Attack against them. Passive Basic Attacks against Heroes deal an additional 1% of maximum Health as damage.
Lt. Morales,talents,Bedside Manner,5,slot,3
Lt. Morales,talents,Bedside Manner,5,type,Spell Damage
Lt. Morales,talents,Bedside Manner,5,scaling,-
Lt. Morales,talents,Bedside Manner,5,affects,Enemy Heroes
Lt. Morales,talents,Bedside Manner,5,props,"Attack modifier, Percent Damage"
Lt. Morales,talents,Bedside Manner,5,notes,"Displacement Grenade puts a mark on the enemy Hero that lasts for 6 seconds and is consumed if Lt. Morales Basic Attacks them during this time, dealing the bonus damage, or else expires at the end of this interval. The mark is removed, but the bonus damage does not connect, if Lt. Morales is Blinded or if the target is Evading on this Basic Attack."
Lt. Morales,talents,Extended Care,6,icon,Extended_Care_Icon.png
Lt. Morales,talents,Extended Care,6,description,Channeling Healing Beam on a Hero for at least 3 seconds causes them to be healed for 258 over 3 seconds when Healing Beam ends. Passive Increase the range of Healing Beam by 30%.
Lt. Morales,talents,Extended Care,6,slot,1
Lt. Morales,talents,Extended Care,6,type,Healing
Lt. Morales,talents,Extended Care,6,scaling,4.00%
Lt. Morales,talents,Extended Care,6,affects,Allied Heroes
Lt. Morales,talents,Extended Care,6,props,Heal over Time
Lt. Morales,talents,Extended Care,6,tickrate,2.0 per second (x6)
Lt. Morales,talents,Extended Care,6,prop1,Heal per tick
Lt. Morales,talents,Extended Care,6,val1,43
Lt. Morales,talents,Extended Care,6,prop2,Bonus range
Lt. Morales,talents,Extended Care,6,val2,1.95
Lt. Morales,talents,Extended Care,6,notes,Increases both cast and channel range by the same value. Heal over Time ends immediately if Lt. Morales targets the ally with Healing Beam again.
Lt. Morales,talents,First Responder,6,icon,First_Responder_Icon.png
Lt. Morales,talents,First Responder,6,description,"While above 60 energy, Healing Beam's healing is increased by 20% and both Lt. Morales and her Healing Beam target gain 15% Movement Speed."
Lt. Morales,talents,First Responder,6,slot,2
Lt. Morales,talents,First Responder,6,type,Healing dealt modifier / Status effect
Lt. Morales,talents,First Responder,6,affects,"Ability / Allied Heroes, Self"
Lt. Morales,talents,First Responder,6,props,Movement Speed
Lt. Morales,talents,First Responder,6,notes,Stacks additively with healing modifiers that affect Lt. Morales's healing output and multiplicatively with modifiers that affect healing received by the target.
Lt. Morales,talents,Shield Sequencer,6,icon,Shield_Sequencer_Icon.png
Lt. Morales,talents,Shield Sequencer,6,description,Safeguard gains a second charge and its range is increased by 60%.
Lt. Morales,talents,Shield Sequencer,6,slot,3
Lt. Morales,talents,Shield Sequencer,6,prop1,Charge cooldown
Lt. Morales,talents,Shield Sequencer,6,val1,0.5 seconds
Lt. Morales,talents,Hyperactivity,7,icon,Hyperactivity_Icon.png
Lt. Morales,talents,Hyperactivity,7,description,"Reduce the cooldown of Stim Drone from 70 seconds to 35 seconds, and increase the Movement Speed bonus from 25% to 50%."
Lt. Morales,talents,Hyperactivity,7,slot,1
Lt. Morales,talents,Safe Zone,7,icon,Safe_Zone_Icon.png
Lt. Morales,talents,Safe Zone,7,description,"After exiting the Medivac, allies are Protected from all damage for 3 seconds. Passive Reduces the cooldown of Medivac Dropship Abilities by 15 seconds."
Lt. Morales,talents,Safe Zone,7,slot,2
Lt. Morales,talents,Safe Zone,7,type,Status effect
Lt. Morales,talents,Safe Zone,7,affects,Allied Heroes
Lt. Morales,talents,Safe Zone,7,props,Protected
Lt. Morales,talents,Hospice Care,7,icon,Hospice_Care_Icon.png
Lt. Morales,talents,Hospice Care,7,description,"Safeguard grants its target Unkillable for 1 second. If the target is under 50% maximum Health when the Unkillable effect ends, they are healed for 8% of their maximum Health."
Lt. Morales,talents,Hospice Care,7,slot,3
Lt. Morales,talents,Hospice Care,7,type,"Healing, Status effect"
Lt. Morales,talents,Hospice Care,7,scaling,-
Lt. Morales,talents,Hospice Care,7,affects,"Allied Heroes, Self"
Lt. Morales,talents,Hospice Care,7,props,Unkillable
Lt. Morales,talents,Second Opinion,7,icon,Second_Opinion_Icon.png
Lt. Morales,talents,Second Opinion,7,description,Hitting 2 or more Heroes with Displacement Grenade reduces its cooldown to 2 seconds.
Lt. Morales,talents,Second Opinion,7,slot,4
Lúcio,abilities,Push Off,TRAIT,icon,Push Off_Icon.png
Lúcio,abilities,Push Off,TRAIT,description,"While moving alongside terrain, activate to slide toward a targeted location. Enemies hit take 100 damage and are Slowed by 75% for 1 second.; 20; D"
Lúcio,abilities,Push Off,TRAIT,type,"Spell Damage, Crowd control / Movement: Dash"
Lúcio,abilities,Push Off,TRAIT,scaling,4.00%
Lúcio,abilities,Push Off,TRAIT,affects,Enemies / Self
Lúcio,abilities,Push Off,TRAIT,target,Point target
Lúcio,abilities,Push Off,TRAIT,props,"Skillshot, Slow"
Lúcio,abilities,Push Off,TRAIT,cast,Instant
Lúcio,abilities,Push Off,TRAIT,range,7.0
Lúcio,abilities,Push Off,TRAIT,hitbox,1.5 x 2.25
Lúcio,abilities,Push Off,TRAIT,missile,20
Lúcio,abilities,Push Off,TRAIT,prop1,Dash duration
Lúcio,abilities,Push Off,TRAIT,val1,0.375 seconds
Lúcio,abilities,Push Off,TRAIT,notes,"Lúcio's Basic Attack fires 4 pulses 0.125s apart, each doing the full amount of damage listed in his base stats. Push Off is disabled when Lúcio has not had a proper contact with a wall within the last 0.25 seconds (see note on Wall Ride)."
Lúcio,abilities,Soundwave,Q,icon,Soundwave_Icon.png
Lúcio,abilities,Soundwave,Q,description,Deal 105 damage to enemies in an area and knock them back.
Lúcio,abilities,Soundwave,Q,type,"Spell Damage, Crowd Control"
Lúcio,abilities,Soundwave,Q,scaling,4.00%
Lúcio,abilities,Soundwave,Q,affects,Enemies
Lúcio,abilities,Soundwave,Q,target,Point target
Lúcio,abilities,Soundwave,Q,props,"Area of Effect, Knockback"
Lúcio,abilities,Soundwave,Q,cast,Instant
Lúcio,abilities,Soundwave,Q,aoe,Radial
Lúcio,abilities,Soundwave,Q,radius,4.5
Lúcio,abilities,Soundwave,Q,arc,80 degrees
Lúcio,abilities,Soundwave,Q,prop2,Knockback duration
Lúcio,abilities,Soundwave,Q,val2,0.25 seconds
Lúcio,abilities,Soundwave,Q,prop3,Knockback speed
Lúcio,abilities,Soundwave,Q,val3,16.5
Lúcio,abilities,Soundwave,Q,cooldown,8
Lúcio,abilities,Soundwave,Q,cost,45
Lúcio,abilities,Crossfade,W,icon,Crossfade_Icon.png
Lúcio,abilities,Crossfade,W,description,Play one of two music tracks for Lúcio and his allies. Healing Boost: Passively heal Lúcio and nearby allied Heroes for 15 Health per second. Speed Boost: Increase the Movement Speed of Lúcio and nearby allied Heroes by 10%.
Lúcio,abilities,Crossfade,W,type,Healing
Lúcio,abilities,Crossfade,W,scaling,4.00%
Lúcio,abilities,Crossfade,W,affects,"Allied Heroes, Self"
Lúcio,abilities,Crossfade,W,target,Toggle (no target)
Lúcio,abilities,Crossfade,W,props,Area of Effect
Lúcio,abilities,Crossfade,W,cast,Instant
Lúcio,abilities,Crossfade,W,aoe,Circle
Lúcio,abilities,Crossfade,W,radius,7.425
Lúcio,abilities,Crossfade,W,tickrate,8.0 per second
Lúcio,abilities,Crossfade,W,prop1,Healing per tick
Lúcio,abilities,Crossfade,W,val1,1.875
Lúcio,abilities,Crossfade,W,cooldown,0.5
Lúcio,abilities,Amp It Up,E,icon,Amp_It_Up_Icon.png
Lúcio,abilities,Amp It Up,E,description,"Raise Lucio's Crossfade track volume for 3 seconds, amping Healing Boost to 112 Health per second and Speed Boost to 30% increased Movement Speed."
Lúcio,abilities,Amp It Up,E,type,Healing
Lúcio,abilities,Amp It Up,E,scaling,4.00%
Lúcio,abilities,Amp It Up,E,affects,"Allied Heroes, Self"
Lúcio,abilities,Amp It Up,E,target,No target
Lúcio,abilities,Amp It Up,E,cast,Instant
Lúcio,abilities,Amp It Up,E,tickrate,8.0 per second
Lúcio,abilities,Amp It Up,E,prop1,Healing per tick
Lúcio,abilities,Amp It Up,E,val1,14
Lúcio,abilities,Amp It Up,E,cooldown,13
Lúcio,abilities,Amp It Up,E,cost,90
Lúcio,abilities,Sound Barrier,R,icon,Sound_Barrier_Icon.png
Lúcio,abilities,Sound Barrier,R,description,"After a 1 second delay, grant yourself and all nearby allied Heroes a 1296 point Shield that rapidly decays over 6 seconds."
Lúcio,abilities,Sound Barrier,R,type,Shield
Lúcio,abilities,Sound Barrier,R,scaling,4.00%
Lúcio,abilities,Sound Barrier,R,affects,"Allied Heroes, Self"
Lúcio,abilities,Sound Barrier,R,target,No target
Lúcio,abilities,Sound Barrier,R,props,"Area of Effect, Channeled cast (mobile)"
Lúcio,abilities,Sound Barrier,R,cast,1.0(ch) + 0 seconds
Lúcio,abilities,Sound Barrier,R,aoe,Circle
Lúcio,abilities,Sound Barrier,R,radius,7.0
Lúcio,abilities,Sound Barrier,R,prop1,Decay tickrate
Lúcio,abilities,Sound Barrier,R,val1,8.0 per second (x48)
Lúcio,abilities,Sound Barrier,R,prop2,Decay per tick
Lúcio,abilities,Sound Barrier,R,val2,27 (216 per second)
Lúcio,abilities,Sound Barrier,R,notes,Interrupting the Ability during its windup puts it on a 10 second cooldown.
Lúcio,abilities,Sound Barrier,R,cooldown,80
Lúcio,abilities,Sound Barrier,R,cost,100
Lúcio,abilities,High Five,R,icon,High Five_Icon.png
Lúcio,abilities,High Five,R,description,"Allied CooldownW 25 Quickly skate to an allied Hero. Upon arrival, the ally is healed for 230, Lúcio is healed for 80 and both gain Unstoppable for 1 second."
Lúcio,abilities,High Five,R,type,"Healing, Status effect / Movement: Dash"
Lúcio,abilities,High Five,R,scaling,4.00%
Lúcio,abilities,High Five,R,affects,"Allied Heroes, Self / Self"
Lúcio,abilities,High Five,R,target,Unit target
Lúcio,abilities,High Five,R,props,Unstoppable
Lúcio,abilities,High Five,R,cast,Instant
Lúcio,abilities,High Five,R,range,6.5
Lúcio,abilities,High Five,R,missile,15
Lúcio,abilities,High Five,R,notes,Lúcio himself has no limit to how often he can be affected by the effects of this Ability. The Ability is interrupted if Lúcio cannot reach the target within 1.5 seconds or if the target moves farther than 12 units from Lúcio. Ally cooldown starts immediately when the Ability is used. The cooldown will not be refunded if the Ability gets interrupted.
Lúcio,abilities,High Five,R,cost,30
Lúcio,abilities,Wall Ride,TRAIT,icon,Wall Ride_Icon.png
Lúcio,abilities,Wall Ride,TRAIT,description,"While moving alongside terrain, Lúcio begins to Wall Ride for 2 seconds. While Wall Ride is active, Lúcio can walk through units and gains 20% Movement Speed that stacks with other bonuses.; mount"
Lúcio,abilities,Wall Ride,TRAIT,nohr,1
Lúcio,abilities,Wall Ride,TRAIT,notes,"To (re)apply Wall Ride Lúcio must have proper contact with a wall: - Lúcio must be within 1.4 distance of proper terrain. - Lúcio's Movement Speed must be above 2.5. (This equates to being above ~52% of his base Movement Speed.) - Lúcio may not be Stunned, Dazed or Polymorphed. Once applied, Wall Ride and associated bonuses last for the given duration, even if Lúcio loses contact with a wall."
Lúcio,talents,Party Mix,1,icon,Party_Mix_Icon.png
Lúcio,talents,Party Mix,1,description,"quest Play Lúcio's Crossfade tracks to nearby allies. Multiple allies provide additional time. For every 1 minute played, permanently increase Lúcio's maximum Mana by 10. reward Once you have played for 8 minutes or more, permanently increase Crossfade's radius by 20%."
Lúcio,talents,Party Mix,1,slot,1
Lúcio,talents,Party Mix,1,prop1,Bonus radius
Lúcio,talents,Party Mix,1,val1,1.7
Lúcio,talents,Party Mix,1,prop2,Maximum Mana bonus
Lúcio,talents,Party Mix,1,val2,"5,000 (x500)"
Lúcio,talents,Party Mix,1,notes,"Actually a 23% radius increase. Allies affected by Boombox also generate stacks for the quest, though they cannot give double credit from both auras simultaneously. Boombox also gains bonus radius from quest completion."
Lúcio,talents,Accelerando,1,icon,Accelerando_Icon.png
Lúcio,talents,Accelerando,1,description,Wall Ride's Movement Speed bonus gradually increases to 40% over 6 seconds while Lúcio maintains its effect.
Lúcio,talents,Accelerando,1,slot,2
Lúcio,talents,Accelerando,1,nohr,True
Lúcio,talents,Accelerando,1,notes,Wallride speed bonus is updated every 0.2 seconds in 1% increments.
Lúcio,talents,Smooth Moves,1,icon,Smooth_Moves_Icon.jpg
Lúcio,talents,Smooth Moves,1,description,"While Wall Ride is active, Basic Attacks heal for 30% of the damage dealt and restore 0.5 Mana. Passive Increase Wall Ride's duration by 1 second."
Lúcio,talents,Smooth Moves,1,slot,3
Lúcio,talents,Smooth Moves,1,type,"Healing, Mana restoration"
Lúcio,talents,Smooth Moves,1,scaling,-
Lúcio,talents,Smooth Moves,1,affects,Self
Lúcio,talents,Smooth Moves,1,props,"Attack Modifier, Lifesteal"
Lúcio,talents,Subwoofer,2,icon,Subwoofer_Icon.png
Lúcio,talents,Subwoofer,2,description,Enemies within the first half of Soundwave's range are knocked back 75% farther. quest Hit 3 enemy Heroes with a single Soundwave. Increase Soundwave's arc by 50% and its range by 20%.
Lúcio,talents,Subwoofer,2,slot,1
Lúcio,talents,Subwoofer,2,prop1,Bonus knockback duration
Lúcio,talents,Subwoofer,2,val1,0.1875 seconds
Lúcio,talents,Subwoofer,2,prop2,Bonus radius
Lúcio,talents,Subwoofer,2,val2,0.9
Lúcio,talents,Subwoofer,2,prop3,Bonus arc
Lúcio,talents,Subwoofer,2,val3,40 degrees
Lúcio,talents,Subwoofer,2,notes,"Knockback speed remains unchanged. Bonus radius from completing the quest does not affect knockback distance. Quest reward increases the radius of the inner area in proportion, but not the arc."
Lúcio,talents,Off the Wall,2,icon,Off_the_Wall_Icon.png
Lúcio,talents,Off the Wall,2,description,Hitting an enemy with Soundwave while Wall Ride is active sets its cooldown to 5 seconds and refunds 15 Mana.
Lúcio,talents,Off the Wall,2,slot,2
Lúcio,talents,Supersonic,2,icon,Supersonic_Icon.png
Lúcio,talents,Supersonic,2,description,"While Wall Ride is active, Push Off's cooldown recharges 100% faster."
Lúcio,talents,Supersonic,2,slot,3
Lúcio,talents,Supersonic,2,nohr,1
Lúcio,talents,Supersonic,2,notes,Reduces the cooldown of Push Off by 0.125 seconds for every 0.125 seconds that Wall Ride is active.
Lúcio,talents,Good Vibrations,3,icon,Good Vibrations_Icon.png
Lúcio,talents,Good Vibrations,3,description,Hitting an enemy with Soundwave grants Lúcio a 38 point Shield for 8.5 seconds. Hitting enemy Heroes grants 3 times this amount.
Lúcio,talents,Good Vibrations,3,slot,1
Lúcio,talents,Good Vibrations,3,type,Shield
Lúcio,talents,Good Vibrations,3,scaling,4.00%
Lúcio,talents,Good Vibrations,3,affects,Self
Lúcio,talents,Good Vibrations,3,notes,Shields from subsequent applications stack and refresh the duration.
Lúcio,talents,Reverse Amp,3,icon,Reverse_Amp_Icon.png
Lúcio,talents,Reverse Amp,3,description,"Blast Lúcio's Crossfade track at enemy Heroes. While Amp It Up is active, Healing Boost deals 50 damage per second and Speed Boost Slows by 20%. This Ability is unaffected by Crossfade talents."
Lúcio,talents,Reverse Amp,3,slot,2
Lúcio,talents,Reverse Amp,3,type,"Spell Damage, Status effect"
Lúcio,talents,Reverse Amp,3,scaling,4.00%
Lúcio,talents,Reverse Amp,3,affects,Enemy Heroes
Lúcio,talents,Reverse Amp,3,target,No target
Lúcio,talents,Reverse Amp,3,props,"Area of Effect, Slow"
Lúcio,talents,Reverse Amp,3,cast,Instant
Lúcio,talents,Reverse Amp,3,aoe,Circle
Lúcio,talents,Reverse Amp,3,radius,7.0
Lúcio,talents,Reverse Amp,3,tickrate,8.0 per second (x28)
